37.0,12.0,0.85,0.0
72.0,9.0,0.91,0.0
75.0,5.0,0.92,0.0
79.0,64.0,0.88,0.0
16.0,1.0,0.89,0.0
76.0,71.0,0.91,0.0
6.0,25.0,0.85,0.0
50.0,20.0,0.95,0.0
18.0,84.0,0.8,0.0
11.0,28.0,0.96,0.0
29.0,14.0,0.81,0.0
50.0,68.0,0.92,0.0
87.0,87.0,0.87,0.0
94.0,96.0,0.93,0.0
86.0,13.0,0.86,0.0
9.0,7.0,0.98,0.0
63.0,61.0,0.85,0.0
22.0,57.0,0.98,0.0
1.0,0.0,0.91,0.0
60.0,81.0,0.9,0.0
8.0,88.0,0.94,0.0
13.0,47.0,0.98,0.0
72.0,30.0,0.84,0.0
71.0,3.0,0.89,0.0
70.0,21.0,0.97,0.0
49.0,57.0,0.8,0.0
3.0,68.0,0.93,0.0
24.0,43.0,0.89,0.0
76.0,26.0,0.89,0.0
52.0,80.0,0.87,0.0
