53.0,62.0,0.86,100.0,85.0,0.0
6.0,48.0,0.96,100.0,84.0,0.0
65.0,83.0,0.81,100.0,78.0,0.0
77.0,90.0,0.86,100.0,95.0,0.0
32.0,68.0,0.99,100.0,85.0,0.0
98.0,45.0,0.93,100.0,88.0,0.0
17.0,55.0,0.8,100.0,90.0,0.0
53.0,89.0,0.84,100.0,85.0,0.0
52.0,88.0,0.82,100.0,91.0,0.0
21.0,30.0,0.93,100.0,76.0,0.0
15.0,42.0,0.97,100.0,86.0,0.0
23.0,47.0,0.99,100.0,88.0,0.0
91.0,56.0,0.94,100.0,90.0,0.0
82.0,47.0,0.95,100.0,76.0,0.0
12.0,47.0,0.9,100.0,87.0,0.0
16.0,12.0,0.94,100.0,89.0,0.0
60.0,76.0,0.86,100.0,79.0,0.0
83.0,19.0,0.95,100.0,76.0,0.0
29.0,51.0,0.98,100.0,83.0,0.0
99.0,28.0,0.95,100.0,77.0,0.0
