4.0,62.0,0.84,100.0,78.0
90.0,15.0,0.95,100.0,89.0
61.0,23.0,0.92,100.0,90.0
44.0,50.0,0.98,100.0,81.0
8.0,28.0,0.88,100.0,97.0
4.0,89.0,0.84,100.0,91.0
31.0,69.0,0.85,100.0,84.0
1.0,39.0,0.81,100.0,83.0
3.0,88.0,0.87,100.0,79.0
55.0,3.0,0.83,100.0,82.0
84.0,45.0,0.83,100.0,91.0
3.0,1.0,0.93,100.0,91.0
22.0,31.0,0.83,100.0,82.0
48.0,47.0,0.81,100.0,87.0
73.0,16.0,0.96,100.0,90.0
50.0,85.0,0.95,100.0,92.0
36.0,9.0,0.89,100.0,96.0
32.0,10.0,0.96,100.0,82.0
60.0,47.0,0.92,100.0,91.0
1.0,86.0,0.93,100.0,87.0
91.0,49.0,0.98,100.0,88.0
18.0,92.0,0.84,100.0,86.0
36.0,98.0,0.89,100.0,76.0
30.0,38.0,0.8,100.0,90.0
2.0,5.0,0.9,100.0,95.0
57.0,73.0,0.95,100.0,97.0
22.0,11.0,0.9,100.0,93.0
2.0,43.0,0.81,100.0,84.0
90.0,61.0,0.97,100.0,85.0
84.0,83.0,0.98,100.0,84.0
74.0,17.0,0.84,100.0,84.0
14.0,83.0,0.82,100.0,76.0
37.0,87.0,0.85,100.0,93.0
50.0,51.0,0.88,100.0,82.0
14.0,71.0,0.91,100.0,91.0
62.0,90.0,0.96,100.0,89.0
15.0,14.0,0.86,100.0,80.0
76.0,39.0,0.82,100.0,75.0
88.0,46.0,0.85,100.0,91.0
53.0,29.0,0.89,100.0,79.0
13.0,46.0,0.96,100.0,89.0
53.0,62.0,0.91,100.0,79.0
67.0,2.0,0.82,100.0,84.0
44.0,44.0,0.91,100.0,94.0
63.0,45.0,0.99,100.0,77.0
24.0,9.0,0.9,100.0,79.0
67.0,59.0,0.97,100.0,81.0
79.0,32.0,0.94,100.0,84.0
95.0,5.0,0.99,100.0,94.0
56.0,36.0,0.85,100.0,94.0
