46.0,55.0,0.94,0.0
69.0,1.0,0.85,0.0
87.0,72.0,0.81,0.0
50.0,9.0,0.88,0.0
58.0,94.0,0.88,0.0
55.0,55.0,0.98,0.0
57.0,36.0,0.89,0.0
50.0,44.0,0.87,0.0
38.0,52.0,0.93,0.0
3.0,0.0,0.88,0.0
55.0,21.0,0.84,0.0
21.0,73.0,0.98,0.0
38.0,56.0,0.92,0.0
66.0,46.0,0.86,0.0
30.0,8.0,0.9,0.0
49.0,66.0,0.83,0.0
58.0,87.0,0.8,0.0
32.0,40.0,0.89,0.0
42.0,45.0,0.86,0.0
33.0,32.0,0.86,0.0
28.0,3.0,0.82,0.0
79.0,98.0,0.94,0.0
95.0,57.0,0.88,0.0
50.0,17.0,0.97,0.0
81.0,89.0,0.82,0.0
73.0,59.0,0.8,0.0
48.0,76.0,0.88,0.0
23.0,94.0,0.99,0.0
22.0,67.0,0.9,0.0
62.0,62.0,0.93,0.0
75.0,23.0,0.81,0.0
56.0,70.0,0.8,0.0
71.0,73.0,0.93,0.0
82.0,55.0,0.83,0.0
53.0,85.0,0.98,0.0
94.0,79.0,0.99,0.0
36.0,91.0,0.95,0.0
59.0,51.0,0.82,0.0
8.0,37.0,0.98,0.0
72.0,59.0,0.97,0.0
