38,13,73,10,76,6,80,65,17,2,77,72,7,26,51,21,19,85,12,29,30,15,51,69,88,88,95,97,87,14,10,8,64,62,23,58,2,1,61,82
9,89,14,48,73,31,72,4,71,22,50,58,4,69,25,44,77,27,53,81,42,83,16,65,69,26,99,88,8,27,26,23,10,68,24,28,38,58,84,39
9,33,35,11,24,16,88,26,72,93,75,63,47,33,89,24,56,66,78,4,1,78,7,53,86,71,3,77,92,22,76,8,78,73,76,77,44,21,31,37
8,46,69,58,83,97,14,11,24,82,8,25,75,93,21,33,13,66,95,61,25,83,98,3,93,99,11,55,97,83,87,71,67,72,49,55,16,6,18,43
21,49,23,14,98,54,85,11,97,56,62,57,90,22,97,84,26,15,14,85,44,7,78,57,60,16,25,10,67,72,54,70,37,22,41,78,92,50,48,78
41,79,46,88,17,29,46,68,67,79,47,1,30,64,76,36,54,94,34,3,85,84,49,55,33,29,56,83,32,29,95,75,9,33,9,85,78,51,80,42
65,84,25,21,45,16,31,92,15,20,27,87,8,54,48,61,35,33,20,68,25,84,95,39,48,6,80,64,88,33,43,75,67,89,99,31,18,69,65,61
79,18,40,36,82,29,23,39,42,75,78,71,26,49,51,63,45,55,1,87,17,20,10,93,52,11,69,24,15,64,22,47,4,57,89,81,47,55,80,72
15,78,16,26,54,85,59,86,30,45,38,23,92,55,77,13,60,27,77,72,88,40,44,77,39,92,70,99,34,44,27,57,70,74,53,90,28,44,2,83
95,97,27,85,31,65,23,99,53,4,71,13,40,84,49,62,71,14,37,24,23,67,93,96,54,10,42,58,89,94,77,83,12,37,17,31,85,58,36,42
82,3,86,94,37,47,81,28,73,29,3,14,42,37,41,19,98,39,64,47,90,3,99,29,79,76,59,43,27,22,59,17,93,38,12,23,7,97,15,88
76,36,64,33,92,50,1,23,98,71,37,19,28,29,53,95,51,47,8,86,17,30,12,62,15,31,9,41,49,31,24,67,93,65,13,18,34,11,29,76
6,82,6,43,87,53,58,57,79,88,82,11,73,49,20,13,26,78,17,5,89,28,51,69,4,59,13,3,77,97,97,62,16,75,13,19,31,60,6,17
96,97,61,44,32,45,25,63,80,22,20,78,34,5,40,68,35,35,43,79,83,39,49,82,6,92,9,41,70,6,8,79,38,79,34,28,52,78,31,44
47,10,68,4,68,55,98,64,81,29,38,65,38,94,19,79,71,93,53,11,33,47,64,94,19,37,30,40,29,55,30,56,91,28,61,13,18,72,92,8
84,57,52,33,77,63,52,97,31,23,6,92,96,23,77,23,19,94,30,19,53,32,50,99,84,94,46,52,87,16,72,49,29,84,28,44,20,80,71,89
87,12,66,94,16,52,99,87,46,64,43,23,83,41,45,17,18,89,1,98,83,72,15,37,27,33,2,49,89,23,35,95,22,69,68,49,19,98,12,12
53,77,69,46,65,90,41,8,8,34,59,8,35,5,6,62,51,77,46,97,22,93,72,93,26,98,2,14,39,86,28,39,85,34,2,32,39,29,76,32
52,67,68,33,75,33,98,6,1,38,73,44,25,17,97,97,42,25,22,28,47,36,63,69,63,33,46,89,43,58,26,33,34,7,66,52,32,8,14,4
29,16,30,67,62,84,97,59,83,35,31,58,97,50,47,84,42,21,41,51,5,10,1,91,22,75,22,34,39,38,44,34,96,42,72,70,71,24,87,40
32,38,39,57,88,29,37,67,11,85,1,17,31,4,79,60,54,70,50,75,47,28,34,73,69,40,33,98,8,34,63,15,78,44,62,86,37,13,54,27
83,13,26,2,42,56,56,65,16,93,41,61,71,50,51,33,91,21,53,39,66,81,58,53,90,20,95,65,43,48,22,98,2,90,39,13,19,78,78,89
91,84,40,99,16,38,97,37,99,2,33,31,8,51,51,33,44,42,70,2,98,52,31,83,50,82,83,96,72,22,19,47,45,92,10,5,78,64,24,96
60,65,83,32,2,85,79,69,55,26,84,28,57,93,9,56,77,47,50,12,9,62,75,24,89,90,83,83,6,43,47,22,52,74,43,14,19,24,46,96
53,34,55,15,58,62,41,73,66,23,3,87,2,73,52,72,88,78,63,49,1,43,40,4,58,44,54,44,75,99,98,76,60,67,75,92,6,27,68,32
12,4,55,2,14,60,57,82,9,39,5,71,77,74,6,80,85,60,32,91,8,67,33,47,76,83,45,65,38,48,74,91,85,16,66,53,70,67,90,29
20,18,6,80,11,30,18,82,47,8,18,87,62,65,8,30,56,29,44,99,56,6,51,93,64,53,35,99,84,78,38,90,55,5,44,12,30,77,90,33
51,52,43,24,90,44,89,96,29,65,87,59,89,52,23,11,32,10,7,31,68,19,13,74,75,92,66,86,54,43,7,10,37,88,60,9,54,88,19,22
68,15,21,86,10,43,67,21,17,59,78,43,36,76,29,86,35,45,93,83,9,31,65,78,19,39,12,57,53,84,77,69,26,70,32,60,63,30,67,33
72,61,94,73,28,98,94,69,39,61,98,10,68,79,64,21,36,56,29,46,93,57,52,5,80,76,32,77,53,39,84,81,75,71,27,58,31,65,39,19
96,42,96,58,49,43,53,23,65,71,62,61,97,28,1,27,51,21,27,66,78,19,61,83,60,63,39,24,69,70,62,88,67,20,37,18,22,78,27,33
9,9,21,69,83,55,86,94,75,90,24,95,91,14,12,43,11,89,25,48,69,44,92,14,7,3,68,94,5,29,36,83,78,47,79,7,92,81,21,24
64,72,7,22,65,51,91,10,93,68,86,34,72,9,52,34,62,8,60,42,28,52,41,72,46,95,10,89,47,59,22,55,1,20,20,86,28,98,22,95
19,68,36,96,30,23,57,11,43,73,32,13,83,8,88,9,62,24,35,95,4,56,69,16,25,95,63,27,99,48,88,36,17,88,91,79,88,58,25,56
50,53,25,16,68,74,47,21,67,95,13,26,1,98,99,78,12,91,25,55,48,78,41,60,96,80,90,32,57,34,39,93,21,15,10,68,82,80,4,48
71,43,6,21,58,60,55,78,25,59,80,37,81,59,52,64,74,84,89,83,56,79,71,28,24,54,70,69,24,47,40,67,78,27,25,18,88,2,46,59
22,18,57,34,44,76,99,3,97,91,84,27,27,53,56,8,63,32,80,93,77,47,88,71,70,56,93,99,88,86,75,16,15,57,88,2,85,76,77,91
19,63,46,66,53,29,88,39,21,98,52,60,95,65,15,98,53,45,17,65,31,83,11,46,89,79,60,98,43,65,6,91,77,56,43,21,89,69,19,93
50,84,16,18,62,8,65,56,3,91,5,17,78,69,31,53,85,37,99,60,32,36,33,51,52,6,34,1,10,32,36,89,61,39,12,45,44,8,63,57
97,94,53,25,44,52,11,95,50,19,11,62,40,7,8,80,13,1,4,52,16,68,82,60,67,16,62,65,20,45,88,62,22,1,64,95,85,2,85,61
77,23,15,25,47,33,81,71,55,25,78,90,36,58,32,40,15,94,49,14,20,16,98,42,36,26,52,35,23,34,62,79,8,33,4,68,96,58,97,47
90,22,93,85,59,65,41,79,79,63,63,48,28,72,43,15,94,52,19,79,11,36,50,94,80,90,5,6,87,30,54,81,73,30,39,79,55,43,65,69
45,85,74,51,81,51,36,73,16,40,3,36,98,80,16,16,95,67,35,84,94,19,75,19,26,18,50,38,21,41,53,24,19,80,52,33,38,31,41,51
74,69,81,16,64,65,92,21,55,24,7,25,1,49,81,29,89,2,74,22,1,77,33,41,82,84,31,88,54,34,83,23,4,35,50,89,71,38,34,13
38,80,66,7,80,93,4,33,86,45,30,47,68,67,29,58,85,44,95,94,21,53,32,26,64,53,60,18,23,55,14,31,24,51,22,72,4,24,13,78
8,53,31,27,9,97,85,82,74,40,57,61,26,66,96,28,19,87,2,35,3,18,86,12,94,54,60,83,12,84,4,84,1,94,86,52,92,33,87,85
82,6,12,70,10,47,75,94,33,39,43,64,24,41,64,64,32,19,41,6,93,80,83,75,41,26,69,50,83,87,47,14,22,81,82,95,50,52,15,31
11,86,5,8,55,60,85,99,42,36,57,14,12,53,67,22,82,95,35,62,92,86,61,93,99,92,75,9,76,82,28,26,87,37,15,4,93,85,73,44
9,56,18,61,33,99,84,28,96,53,51,81,92,80,27,38,25,57,41,53,39,20,45,21,64,22,66,69,93,19,69,17,79,60,57,45,36,40,62,33
68,54,63,76,9,35,34,93,26,68,2,99,9,90,28,30,90,78,11,62,17,80,75,77,98,1,31,4,82,65,39,68,31,22,27,96,11,70,34,37
10,1,56,70,11,4,40,78,38,17,26,47,8,44,1,57,15,56,56,53,79,98,54,61,1,15,61,67,96,40,72,8,17,67,62,70,51,59,80,15
78,13,12,80,96,35,7,70,86,45,71,73,13,47,83,8,30,61,83,74,47,87,85,98,48,89,74,77,88,46,37,88,40,38,7,44,59,2,84,30
49,56,46,9,35,30,1,80,20,5,72,2,9,27,41,90,33,71,97,8,39,82,30,4,75,51,92,17,50,43,71,9,32,26,35,55,98,97,71,6
64,95,25,47,21,23,1,70,23,28,26,65,46,39,58,53,53,33,70,80,6,34,65,54,54,54,13,81,97,34,52,56,81,55,13,86,11,82,79,72
85,30,13,64,8,71,83,64,65,45,70,76,89,35,15,60,89,34,25,4,42,31,23,54,97,92,92,83,98,37,7,39,99,32,63,48,63,35,72,43
21,91,51,23,3,64,1,93,6,73,53,10,95,98,12,99,41,92,77,88,62,3,23,83,94,99,48,30,96,99,81,2,76,2,53,93,65,76,79,63
77,49,37,50,15,74,22,33,72,1,47,25,81,38,17,53,69,93,91,8,61,10,35,64,67,69,14,67,92,1,35,71,17,38,18,39,83,15,38,63
1,34,50,78,32,58,59,74,77,29,77,54,59,32,95,14,39,92,88,60,47,63,87,62,40,72,3,60,26,58,33,31,53,92,42,79,58,46,86,26
74,75,7,3,31,78,79,92,97,43,19,84,90,89,57,43,5,12,25,23,7,5,80,29,54,31,22,28,6,36,73,83,49,52,95,25,77,41,86,29
41,48,24,29,85,90,38,6,24,69,21,14,57,30,29,92,55,29,64,82,61,70,84,73,80,49,53,93,93,97,58,95,40,91,79,62,58,6,77,26
80,94,38,45,61,16,93,42,64,8,3,47,76,53,67,26,38,4,26,85,65,1,53,82,47,85,18,55,36,79,61,51,47,24,66,1,33,13,91,76
26,56,70,6,15,88,3,92,65,99,88,59,25,46,15,78,87,33,92,73,39,84,21,25,72,28,38,96,83,17,55,97,53,74,6,67,81,95,51,3
90,33,8,90,86,37,67,74,12,36,43,40,53,94,85,21,74,8,53,70,58,63,90,84,17,29,46,83,82,69,68,62,84,70,39,75,64,73,13,35
25,84,35,23,90,41,88,76,78,39,76,22,16,56,69,83,69,12,37,58,28,80,2,13,2,9,90,64,91,16,86,81,85,28,94,8,15,76,13,62
21,38,63,67,34,58,75,73,6,1,3,5,65,58,36,31,5,76,81,15,3,53,55,16,97,89,1,60,63,2,92,68,82,42,84,45,98,7,88,57
50,48,73,60,94,83,81,99,93,39,11,88,66,96,89,60,74,96,92,35,51,52,83,83,52,92,25,56,69,66,38,58,98,88,45,58,42,33,28,56
64,81,92,77,57,27,63,54,93,23,39,21,59,44,20,46,76,38,85,35,88,59,2,41,86,38,59,8,25,25,84,42,95,28,33,15,26,14,79,37
25,4,57,94,32,29,77,3,61,60,73,41,16,38,8,83,39,48,61,61,49,83,9,86,69,40,64,55,14,62,41,74,75,69,25,26,34,19,79,47
79,8,78,9,39,50,15,18,46,58,78,88,27,32,59,24,38,43,94,90,82,97,27,47,19,25,40,76,40,7,69,40,47,22,68,74,25,72,33,13
87,66,8,3,97,21,4,86,95,36,18,18,56,44,53,96,26,90,30,52,68,48,21,72,80,9,24,61,57,10,47,61,66,63,22,14,23,28,26,18
33,94,15,86,53,26,61,84,69,90,25,58,64,13,19,27,78,26,1,23,15,75,40,76,20,10,72,54,67,28,89,3,72,86,20,15,14,98,83,23
62,82,12,29,45,3,4,11,32,92,97,30,56,30,34,42,66,50,26,86,49,54,49,1,39,8,22,6,16,78,81,64,98,31,33,73,45,41,68,25
79,68,51,49,36,53,32,2,65,32,19,67,16,44,40,21,2,1,46,83,30,27,8,53,4,22,84,80,63,70,68,9,73,44,96,90,77,73,59,69
59,82,64,93,53,38,48,52,24,71,1,24,23,88,60,9,3,19,4,15,80,68,35,82,65,45,43,35,79,45,61,68,43,23,42,69,42,40,81,43
68,99,14,26,39,76,6,93,23,40,74,15,48,72,2,34,71,61,20,16,98,99,54,70,21,36,39,50,82,59,13,76,54,25,96,23,34,25,31,88
1,88,36,46,64,9,42,15,63,11,30,31,38,98,40,11,68,55,78,46,74,69,24,82,65,82,82,33,94,15,31,39,97,88,1,38,67,43,62,19
1,46,83,95,72,71,97,54,1,43,41,40,25,41,93,73,32,5,30,36,36,49,31,48,1,80,8,53,10,25,52,86,92,76,15,82,62,41,13,28
45,1,55,65,17,91,18,60,91,96,38,73,84,82,40,44,71,91,24,31,74,64,91,49,45,95,17,60,91,45,86,49,18,52,49,7,77,67,87,36
45,79,99,1,39,19,82,37,49,4,52,49,4,89,58,17,88,64,87,22,34,95,32,69,39,72,70,54,13,97,47,41,18,94,79,62,36,59,32,31
49,31,97,97,21,7,75,36,37,74,39,72,57,72,68,50,62,83,99,84,86,88,48,1,66,22,22,40,77,61,3,41,78,44,84,60,67,79,86,51
23,38,14,16,85,47,39,90,55,28,30,49,16,74,30,52,50,89,65,14,53,95,60,35,4,65,81,93,58,1,10,91,39,18,14,43,53,10,39,26
58,82,52,70,54,90,70,30,91,63,77,21,56,89,96,2,63,55,11,32,70,96,48,49,11,41,26,73,88,23,50,56,89,4,29,25,21,66,88,10
12,22,59,88,95,65,79,88,72,87,83,1,43,35,67,58,93,7,71,3,13,91,5,1,35,77,9,24,62,28,16,12,86,54,91,48,61,89,30,84
51,70,39,84,75,96,48,6,60,12,36,52,85,74,13,36,17,10,85,59,49,22,48,72,57,52,68,4,93,51,54,88,80,93,40,81,83,83,3,31
86,48,66,42,57,42,80,45,95,80,87,34,55,16,28,38,6,65,35,43,88,45,91,43,45,53,89,58,81,3,65,74,96,50,32,32,42,40,15,3
48,36,51,33,33,42,43,96,17,84,29,32,92,12,39,88,17,57,10,65,84,27,3,39,86,31,87,54,32,31,37,16,22,93,48,74,45,5,67,44
19,60,91,30,78,10,24,91,9,92,15,88,48,73,38,42,90,31,40,6,34,75,20,94,38,90,16,13,98,65,1,70,51,48,19,69,68,67,75,70
56,66,82,51,49,5,51,57,79,39,11,95,25,40,59,56,1,39,94,86,96,71,74,56,16,97,50,56,7,33,30,94,79,20,29,79,42,93,25,90
11,70,16,47,30,45,20,84,75,80,45,99,13,87,78,50,32,54,88,93,79,3,70,97,23,43,3,21,57,40,38,27,22,4,63,29,10,55,2,29
7,45,68,33,30,70,13,91,16,75,93,17,24,16,12,5,72,95,25,81,38,64,61,82,50,79,12,1,48,24,82,91,13,57,82,29,36,81,9,17
7,22,35,48,46,43,26,36,76,27,54,88,75,67,78,61,53,50,37,61,96,48,70,35,62,33,48,19,92,92,74,82,13,42,58,71,3,35,81,67
88,72,15,27,40,91,59,46,83,85,53,14,10,26,48,65,89,40,86,22,46,45,89,84,69,68,71,36,35,25,62,88,74,21,77,73,59,56,16,83
42,64,28,97,83,90,72,74,97,61,90,80,89,23,35,56,8,38,99,1,76,74,64,58,65,40,15,23,27,16,82,77,93,27,50,89,33,26,99,53
61,78,6,47,65,11,98,2,57,73,92,57,22,87,38,73,75,93,15,15,50,89,46,87,31,84,78,72,59,63,43,19,59,76,13,29,46,50,95,23
77,57,90,39,87,12,20,89,51,75,92,91,41,60,3,9,76,72,30,96,11,73,64,14,36,62,28,6,49,37,83,68,7,39,19,72,54,16,53,47
98,75,54,4,25,44,26,27,2,7,19,35,32,97,81,99,44,52,37,83,9,3,20,63,95,76,26,36,80,63,77,77,75,71,48,79,32,34,44,10
57,87,47,38,37,11,51,78,20,46,35,36,8,72,2,4,47,62,7,4,9,37,85,49,82,15,16,49,44,44,58,86,68,47,51,3,1,82,59,19
