4.0,44.0,0.84,100.0,83.0,0.0
64.0,84.0,0.92,100.0,90.0,0.0
8.0,95.0,0.8,100.0,88.0,0.0
93.0,18.0,0.84,100.0,83.0,0.0
14.0,45.0,0.86,100.0,97.0,0.0
88.0,93.0,0.91,100.0,86.0,0.0
39.0,34.0,0.88,100.0,93.0,0.0
41.0,8.0,0.84,100.0,86.0,0.0
40.0,5.0,0.98,100.0,83.0,0.0
27.0,84.0,0.94,100.0,82.0,0.0
34.0,29.0,0.93,100.0,77.0,0.0
82.0,81.0,0.87,100.0,92.0,0.0
38.0,19.0,0.82,100.0,86.0,0.0
19.0,66.0,0.89,100.0,96.0,0.0
91.0,7.0,0.88,100.0,90.0,0.0
27.0,23.0,0.88,100.0,95.0,0.0
23.0,11.0,0.85,100.0,95.0,0.0
94.0,13.0,0.95,100.0,80.0,0.0
52.0,75.0,0.82,100.0,82.0,0.0
47.0,1.0,0.98,100.0,78.0,0.0
47.0,87.0,0.97,100.0,81.0,0.0
83.0,58.0,0.86,100.0,79.0,0.0
60.0,48.0,0.99,100.0,85.0,0.0
93.0,59.0,0.99,100.0,86.0,0.0
93.0,65.0,0.82,100.0,94.0,0.0
93.0,21.0,0.87,100.0,82.0,0.0
53.0,9.0,0.87,100.0,81.0,0.0
84.0,17.0,0.94,100.0,85.0,0.0
52.0,3.0,0.9,100.0,76.0,0.0
11.0,29.0,0.89,100.0,78.0,0.0
96.0,82.0,0.91,100.0,80.0,0.0
67.0,6.0,0.93,100.0,99.0,0.0
79.0,60.0,0.91,100.0,79.0,0.0
28.0,32.0,0.87,100.0,89.0,0.0
89.0,53.0,0.95,100.0,81.0,0.0
80.0,85.0,0.97,100.0,94.0,0.0
88.0,78.0,0.81,100.0,77.0,0.0
17.0,61.0,0.95,100.0,91.0,0.0
8.0,24.0,0.99,100.0,95.0,0.0
19.0,62.0,0.96,100.0,89.0,0.0
97.0,5.0,0.81,100.0,87.0,0.0
70.0,5.0,0.92,100.0,93.0,0.0
70.0,57.0,0.89,100.0,79.0,0.0
62.0,69.0,0.97,100.0,90.0,0.0
86.0,0.0,0.83,100.0,92.0,0.0
62.0,49.0,0.99,100.0,82.0,0.0
81.0,18.0,0.84,100.0,89.0,0.0
89.0,96.0,0.91,100.0,83.0,0.0
63.0,51.0,0.8,100.0,93.0,0.0
85.0,71.0,0.98,100.0,88.0,0.0
86.0,33.0,0.91,100.0,90.0,0.0
76.0,40.0,0.83,100.0,84.0,0.0
84.0,56.0,0.86,100.0,88.0,0.0
15.0,21.0,0.95,100.0,83.0,0.0
85.0,69.0,0.8,100.0,98.0,0.0
4.0,68.0,0.87,100.0,92.0,0.0
83.0,64.0,0.96,100.0,97.0,0.0
8.0,16.0,0.94,100.0,99.0,0.0
33.0,21.0,0.97,100.0,96.0,0.0
70.0,34.0,0.88,100.0,84.0,0.0
