75.0,27.0,6.0,719.0,0.0
2.0,3.0,67.0,444.0,0.0
76.0,48.0,22.0,368.0,0.0
49.0,52.0,5.0,506.0,0.0
13.0,89.0,34.0,427.0,0.0
75.0,74.0,0.0,861.0,0.0
76.0,13.0,82.0,458.0,0.0
89.0,35.0,62.0,846.0,0.0
35.0,33.0,30.0,768.0,0.0
63.0,96.0,18.0,750.0,0.0
86.0,50.0,80.0,308.0,0.0
84.0,6.0,73.0,673.0,0.0
45.0,30.0,32.0,588.0,0.0
27.0,59.0,89.0,977.0,0.0
59.0,88.0,79.0,766.0,0.0
25.0,97.0,56.0,125.0,0.0
4.0,96.0,68.0,571.0,0.0
65.0,44.0,37.0,591.0,0.0
75.0,68.0,53.0,644.0,0.0
75.0,53.0,47.0,360.0,0.0
60.0,96.0,42.0,238.0,0.0
70.0,70.0,67.0,750.0,0.0
2.0,28.0,74.0,612.0,0.0
58.0,59.0,84.0,570.0,0.0
99.0,54.0,55.0,184.0,0.0
84.0,97.0,20.0,233.0,0.0
29.0,69.0,51.0,649.0,0.0
43.0,32.0,43.0,732.0,0.0
18.0,70.0,91.0,201.0,0.0
34.0,53.0,58.0,141.0,0.0
0.0,37.0,20.0,844.0,0.0
80.0,67.0,87.0,331.0,0.0
57.0,54.0,56.0,679.0,0.0
97.0,68.0,25.0,819.0,0.0
44.0,22.0,69.0,424.0,0.0
9.0,59.0,27.0,273.0,0.0
28.0,2.0,68.0,479.0,0.0
48.0,44.0,52.0,348.0,0.0
68.0,35.0,71.0,885.0,0.0
54.0,30.0,49.0,863.0,0.0
