152,75,23,75,38
91,100,107,167,56
171,34,86,105,61
108,89,92,135,88
69,105,132,97,71
72,143,18,140,67
81,38,156,87,108
40,113,103,94,86
74,111,74,125,43
83,88,88,92,17
76,133,99,101,100
104,89,76,118,140
140,38,94,184,92
125,35,99,82,130
69,69,59,140,159
113,33,123,124,94
123,97,48,119,100
112,86,44,116,87
120,74,165,130,95
142,115,42,38,136
163,174,114,175,72
125,166,113,160,152
69,76,84,108,67
112,102,154,28,64
158,67,137,146,192
164,136,82,147,105
87,82,61,53,117
101,86,163,11,133
109,21,127,62,73
114,21,75,147,82
59,88,158,103,160
93,129,74,102,54
81,115,73,52,29
124,106,135,124,45
93,77,145,31,103
60,109,113,143,69
91,143,42,64,130
136,133,48,153,159
126,133,109,40,117
175,145,48,40,29
146,90,98,95,150
55,44,110,141,79
87,60,111,130,61
130,180,112,112,141
71,64,32,48,66
111,114,84,116,136
136,120,116,37,107
73,64,62,41,145
88,82,157,66,75
81,153,130,56,59
